,crid,officer_id,cat_id,recc_finding,recc_outcome,finding_edit,outcome_edit,value,beat,location,add1,add2,city,incident_date,start_date,end_date,investigator_id,final_outcome_class
2096,1047678,993.0,10U,,600.0,No Affidavit,Unsustained,0,,17,5702.0,S ST LOUIS,CHICAGO IL,2011-08-12 15:00:00,2011-08-13,2012-02-02,1091.0,not-sustained
2097,1047664,994.0,03G,,600.0,No Affidavit,Unsustained,0,1733.0,17,3200.0,W BELMONT AVE,CHICAGO IL 60618,2011-08-11 21:05:00,2011-08-12,2012-01-20,942.0,not-sustained
2098,1049071,994.0,10U,,600.0,No Affidavit,Unsustained,0,1612.0,17,6730.0,N NORTHWEST HWY,CHICAGO IL,2011-10-05 18:20:00,2011-10-05,2012-01-04,1195.0,not-sustained
2099,1051365,994.0,01B,NS,600.0,Not Sustained,Unsustained,0,1613.0,17,4920.0,N MONTCLARE AVE,CHICAGO IL 60656,2011-12-04 00:00:00,2012-01-20,2014-02-14,1481.0,not-sustained
2100,1056058,994.0,05A,NS,600.0,Not Sustained,Unsustained,0,1613.0,03,5224.0,N OAK PARK AVE,CHICAGO IL 60656,2012-08-03 15:00:00,2012-08-03,2013-12-24,778.0,not-sustained
2102,1070430,994.0,10Z,,600.0,No Affidavit,Unsustained,0,1214.0,04,515.0,N MILWAUKEE AVE,CHICAGO IL 60630,2014-07-18 14:30:00,2014-07-18,2014-10-24,581.0,not-sustained
2104,1055003,995.0,10U,,,Unknown,Unknown,?,2032.0,17,4800.0,N CLARK ST,CHICAGO IL 60640,2012-06-23 00:00:00,2012-06-23,2012-08-15,101.0,unknown
2105,1062191,995.0,,,,Unknown,Unknown,?,1612.0,17,7435.0,W TALCOTT AVE,CHICAGO IL 60631,2013-05-11 16:00:00,2013-05-14,,499.0,open-investigation
2107,1068685,995.0,03G,UN,600.0,Unfounded,Unsustained,0,2011.0,17,5500.0,N LINCOLN AVE,CHICAGO IL 60625,2014-04-19 10:15:00,2014-04-19,2014-07-22,422.0,not-sustained
2109,1049394,996.0,10U,EX,600.0,Exonerated,Unsustained,0,222.0,17,1007.0,E 43RD ST,CHICAGO IL 60653,2011-10-01 00:00:00,2011-10-18,2012-05-31,851.0,not-sustained
2110,1054550,996.0,05A,UN,600.0,Unfounded,Unsustained,0,234.0,17,5100.0,S BLACKSTONE AVE,CHICAGO IL 60615,2012-06-04 00:00:00,2012-06-07,2014-01-23,771.0,not-sustained
2111,1063772,996.0,03G,,600.0,No Affidavit,Unsustained,0,222.0,17,930.0,E 50TH ST,CHICAGO IL,2013-07-15 12:00:00,2013-07-23,2013-09-27,1365.0,not-sustained
2112,1064324,996.0,04E,NS,600.0,Not Sustained,Unsustained,0,225.0,04,5101.0,S WENTWORTH AVE,CHICAGO IL,2013-08-17 14:00:00,2013-08-17,2014-08-12,1310.0,not-sustained
2114,1055345,997.0,10Z,,600.0,No Affidavit,Unsustained,0,1723.0,17,4317.0,N HARDING AVE,CHICAGO IL 60618,2012-07-07 16:45:00,2012-07-07,2012-10-22,1193.0,not-sustained
2115,1063153,998.0,10M,NS,600.0,Not Sustained,Unsustained,0,321.0,04,7040.0,S COTTAGE GROVE AVE,CHICAGO IL,2013-06-26 21:00:00,2013-06-27,2014-12-15,1279.0,not-sustained
2116,1045161,999.0,10U,,600.0,No Affidavit,Unsustained,0,423.0,17,2710.0,E 89TH ST,CHICAGO IL,2011-05-04 07:45:00,2011-05-04,2011-06-23,1138.0,not-sustained
2117,1050667,999.0,10U,,,Unknown,Unknown,?,423.0,17,2710.0,E 89TH ST,CHICAGO IL 60617,2011-12-12 14:50:00,2011-12-13,2012-07-25,1138.0,unknown
2120,1056270,1002.0,07A,,600.0,No Affidavit,Unsustained,0,2412.0,17,2009.0,W ARTHUR AVE,CHICAGO IL,2012-08-12 21:00:00,2012-08-13,2012-11-01,761.0,not-sustained
2121,1053544,1003.0,03D,,600.0,No Affidavit,Unsustained,0,1411.0,17,2700.0,W NELSON ST,CHICAGO IL 60618,2012-04-23 00:00:00,2012-04-24,2012-06-26,1313.0,not-sustained
2122,1054455,1003.0,03B,,600.0,No Affidavit,Unsustained,0,1733.0,17,3200.0,W BELMONT AVE,CHICAGO IL 60618,2012-06-03 00:00:00,2012-06-03,2012-09-18,82.0,not-sustained
2124,1050341,1004.0,10V,SU,0.0,Sustained,Noted,0,1134.0,04,1011.0,S HOMAN AVE,CHICAGO IL 60624,2011-11-29 00:00:00,2011-11-29,2014-01-16,231.0,sustained
2126,1070353,1007.0,04E,,600.0,No Affidavit,Unsustained,0,422.0,17,7900.0,S SOUTH SHORE DR,CHICAGO IL 60617,2014-07-12 22:30:00,2014-07-15,2014-08-29,1223.0,not-sustained
2127,1070963,1007.0,03D,,600.0,No Affidavit,Unsustained,0,423.0,17,8400.0,S ESSEX AVE,CHICAGO IL 60617,2014-07-31 12:32:00,2014-08-13,2014-10-01,1223.0,not-sustained
2129,1056838,1009.0,05A,,600.0,No Affidavit,Unsustained,0,621.0,17,7600.0,S HALSTED ST,CHICAGO IL 60620,2012-09-04 17:57:00,2012-09-04,2012-12-04,1170.0,not-sustained
2130,1059496,1009.0,10P,SU,3.0,Sustained,3,3,2234.0,02,1640.0,W 115TH ST,CHICAGO IL 60643,2013-01-13 00:00:00,2013-01-14,2014-08-21,1279.0,disciplined
2132,1065971,1009.0,10F,NS,600.0,Not Sustained,Unsustained,0,1034.0,10,2600.0,S CALIFORNIA BLVD,CHICAGO IL 60623,2013-11-01 13:45:00,2013-11-08,2014-03-19,633.0,not-sustained
2133,1056374,1010.0,10S,UN,600.0,Unfounded,Unsustained,0,225.0,04,5101.0,S WENTWORTH AVE,CHICAGO IL 60609,2012-03-23 00:00:00,2012-08-17,2014-01-14,986.0,not-sustained
2134,1060967,1010.0,10Z,UN,600.0,Unfounded,Unsustained,0,225.0,04,5101.0,S WENTWORTH AVE,CHICAGO IL,2013-03-25 00:00:00,2013-03-25,2014-01-14,986.0,not-sustained
2135,1063633,1010.0,02A,SU,15.0,Sustained,15,15,213.0,04,3510.0,S MICHIGAN AVE,CHICAGO IL 60653,2013-07-17 19:50:00,2013-07-17,2013-11-14,306.0,disciplined
2137,1063642,1012.0,,,,Unknown,Unknown,?,225.0,04,5101.0,S WENTWORTH AVE,CHICAGO IL 60609,2013-07-18 00:00:00,2013-07-18,,1490.0,open-investigation
2138,1065749,1012.0,,,,Unknown,Unknown,?,222.0,17,4700.0,S GREENWOOD AVE,CHICAGO IL,2013-10-27 00:01:00,2013-10-27,,645.0,open-investigation
2139,1061801,1013.0,10U,,600.0,No Affidavit,Unsustained,0,1212.0,03,2233.0,W DIVISION ST,CHICAGO IL 60622,2013-04-27 06:55:00,2013-04-27,2013-06-25,106.0,not-sustained
2140,1053111,1014.0,05N,,600.0,No Affidavit,Unsustained,0,1213.0,17,1535.0,W CHESTNUT ST,CHICAGO IL 60642,2011-07-06 23:31:00,2012-04-06,,415.0,not-sustained
2141,1072338,1015.0,10Z,,600.0,No Affidavit,Unsustained,0,1224.0,04,100.0,S RACINE AVE,CHICAGO IL,2014-11-01 10:10:00,2014-11-01,2015-02-04,644.0,not-sustained
2142,1046045,1016.0,10U,NS,600.0,Not Sustained,Unsustained,0,1621.0,17,5878.0,N LUNA AVE,CHICAGO IL 60646,2011-05-19 00:00:00,2011-06-09,2011-08-17,764.0,not-sustained
2143,1047260,1017.0,05N,NS,600.0,Not Sustained,Unsustained,0,1511.0,17,1144.0,N MONITOR AVE,CHICAGO IL 60651,2011-07-26 00:00:00,2011-07-26,2013-04-19,960.0,not-sustained
2146,1045003,1018.0,10U,,600.0,No Affidavit,Unsustained,0,2514.0,03,2725.0,N MONITOR AVE,CHICAGO IL 60639,2011-04-23 00:00:00,2011-04-27,2011-07-19,12.0,not-sustained
2149,1062495,1021.0,05A,,600.0,No Affidavit,Unsustained,0,1654.0,17,5800.0,N MANNHEIM RD,CHICAGO IL,2013-05-22 23:22:00,2013-05-26,2013-08-09,1298.0,not-sustained
2150,1066523,1022.0,03G,,600.0,No Affidavit,Unsustained,0,1112.0,17,1100.0,N SPRINGFIELD AVE,CHICAGO IL,2013-12-08 21:00:00,2013-12-10,2014-05-08,807.0,not-sustained
2152,1051088,1023.0,04E,,600.0,No Affidavit,Unsustained,0,722.0,17,6600.0,S HARVARD AVE,CHICAGO IL,2011-12-08 22:30:00,2012-01-06,2012-04-23,333.0,not-sustained
2153,1061658,1023.0,04E,,600.0,No Affidavit,Unsustained,0,713.0,04,1438.0,W 63RD ST,CHICAGO IL,2013-04-20 14:00:00,2013-04-22,2013-05-30,472.0,not-sustained
2154,1062519,1023.0,01B,NS,600.0,Not Sustained,Unsustained,0,712.0,17,5700.0,S CARPENTER ST,CHICAGO IL,2013-05-28 15:20:00,2013-05-28,2013-12-03,1456.0,not-sustained
2156,1060812,1024.0,04E,,600.0,No Affidavit,Unsustained,0,621.0,04,7808.0,S HALSTED ST,CHICAGO IL 60620,2013-03-18 00:00:00,2013-03-18,2013-05-10,957.0,not-sustained
2158,1060942,1025.0,04E,,600.0,No Affidavit,Unsustained,0,1024.0,17,3315.0,W OGDEN AVE,CHICAGO IL 60623,2013-03-19 00:00:00,2013-03-24,2013-05-02,1309.0,not-sustained
2159,1062363,1027.0,10U,,600.0,No Affidavit,Unsustained,0,533.0,17,13242.0,S GREENWOOD AVE,CHICAGO IL 60627,2013-05-19 17:30:00,2013-05-21,2013-12-17,910.0,not-sustained
2160,1060576,1028.0,05M,EX,600.0,Exonerated,Unsustained,0,1021.0,17,1616.0,S SPAULDING AVE,CHICAGO IL,2013-03-07 08:15:00,2013-03-07,2013-06-12,1481.0,not-sustained
2162,1064422,1031.0,05B,,600.0,No Affidavit,Unsustained,0,1014.0,17,1845.0,S MILLARD AVE,CHICAGO IL,2013-03-03 09:25:00,2013-08-22,2013-11-05,1456.0,not-sustained
2163,1062126,1031.0,05A,UN,600.0,Unfounded,Unsustained,0,1022.0,17,3003.0,W 19TH ST,CHICAGO IL,2013-05-08 23:45:00,2013-05-11,2013-10-01,1472.0,not-sustained
2164,1070229,1031.0,03G,,600.0,No Affidavit,Unsustained,0,1011.0,17,1341.0,S SPRINGFIELD AVE,CHICAGO IL 60623,2014-07-09 08:40:00,2014-07-09,2014-11-25,400.0,not-sustained
2165,1046455,1032.0,04G,EX,600.0,Exonerated,Unsustained,0,1024.0,04,3355.0,W OGDEN AVE,CHICAGO IL 60623,2011-06-26 00:00:00,2011-06-26,2012-09-07,1081.0,not-sustained
2166,1057865,1032.0,,,,Unknown,Unknown,?,1024.0,04,3515.0,W OGDEN AVE,CHICAGO IL 60623,2012-10-17 12:00:00,2012-10-19,,1292.0,open-investigation
2167,1070632,1032.0,,,,Unknown,Unknown,?,1233.0,04,1412.0,S BLUE ISLAND AVE,CHICAGO IL 60608,2014-07-28 22:50:00,2014-07-28,,1081.0,open-investigation
2168,1063915,1033.0,03G,,600.0,No Affidavit,Unsustained,0,432.0,17,9954.0,S EWING AVE,CHICAGO IL,2013-07-30 21:00:00,2013-07-30,2013-10-07,1138.0,not-sustained
2170,1066371,1033.0,05A,,600.0,No Affidavit,Unsustained,0,432.0,17,9545.0,S AVENUE M,CHICAGO IL,2013-07-25 22:04:00,2013-12-02,2014-02-13,1402.0,not-sustained
2171,1066139,1033.0,05H,UN,600.0,Unfounded,Unsustained,0,423.0,17,8755.0,S ESCANABA AVE,CHICAGO IL,2013-11-16 14:30:00,2013-11-18,2014-03-17,309.0,not-sustained
2172,1068714,1033.0,05A,EX,600.0,Exonerated,Unsustained,0,432.0,17,9914.0,S AVENUE M,CHICAGO IL 60617,2014-04-15 22:00:00,2014-04-22,2014-08-20,300.0,not-sustained
2174,1069733,1034.0,03G,,600.0,No Affidavit,Unsustained,0,1913.0,17,4513.0,N MAGNOLIA AVE,CHICAGO IL,2014-06-05 15:30:00,2014-06-11,2014-07-24,940.0,not-sustained
2175,1045678,1035.0,10V,NS,600.0,Not Sustained,Unsustained,0,1132.0,17,4142.0,W GLADYS AVE,CHICAGO IL,2011-04-29 00:10:00,2011-05-26,2011-07-18,173.0,not-sustained
2176,1046267,1035.0,10Z,,600.0,No Affidavit,Unsustained,0,1121.0,17,740.0,N HOMAN AVE,CHICAGO IL,2011-06-19 05:00:00,2011-06-19,2011-10-20,341.0,not-sustained
2177,1046354,1035.0,05B,UN,600.0,Unfounded,Unsustained,0,1134.0,17,3151.0,W HARRISON ST,CHICAGO IL 60612,2011-04-26 00:00:00,2011-06-22,2013-07-31,300.0,not-sustained
2180,1073630,1036.0,,,,Unknown,Unknown,?,915.0,17,458.0,W 32ND ST,CHICAGO IL,2014-10-08 15:55:00,2015-02-03,,1260.0,open-investigation
2181,1047806,1037.0,10U,,,Unknown,Unknown,?,1935.0,17,2400.0,N CLARK ST,CHICAGO IL,2011-08-18 08:30:00,2011-08-18,2012-04-23,527.0,unknown
2182,1057304,1037.0,,,,Unknown,Unknown,?,1821.0,11,1200.0,N CLYBOURN AVE,CHICAGO IL 60610,2012-09-23 00:00:00,2012-09-24,2014-11-10,1040.0,unknown
2183,1058455,1037.0,04E,SU,3.0,Sustained,3,3,1212.0,17,2233.0,W DIVISION ST,CHICAGO IL 60622,2012-11-16 11:10:00,2012-11-16,2015-01-07,860.0,disciplined
2184,1061269,1037.0,,,,Unknown,Unknown,?,1822.0,04,1160.0,N LARRABEE ST,CHICAGO IL 60610,2013-04-09 07:30:00,2013-04-09,,404.0,open-investigation
2185,1064617,1037.0,05M,NS,600.0,Not Sustained,Unsustained,0,1822.0,04,1160.0,N LARRABEE ST,CHICAGO IL,2013-09-01 15:15:00,2013-09-02,2014-04-14,1440.0,not-sustained
2187,1070084,1038.0,10U,,600.0,No Affidavit,Unsustained,0,531.0,03,11336.0,S FRONT AVE,CHICAGO IL 60628,2014-06-30 12:00:00,2014-06-30,2014-08-28,1354.0,not-sustained
2190,1047066,1041.0,03D,UN,600.0,Exonerated,Unsustained,0,811.0,17,6710.0,W 52ND ST,CHICAGO IL 60638,2011-07-08 00:00:00,2011-07-19,2011-09-28,1091.0,not-sustained
2191,1050090,1041.0,03C,NS,600.0,Not Sustained,Unsustained,0,,17,5524.0,S NEW ENGLAND AV,CHICAGO IL,2011-11-16 21:30:00,2011-11-17,2012-01-19,1091.0,not-sustained
2192,1050695,1041.0,05H,NS,600.0,Not Sustained,Unsustained,0,811.0,17,5978.0,S ARCHER AVE,CHICAGO IL 60638,2011-11-17 21:00:00,2011-12-14,2014-02-13,899.0,not-sustained
2193,1051049,1041.0,03B,NS,600.0,Not Sustained,Unsustained,0,811.0,17,5318.0,S MONITOR AVE,CHICAGO IL,2012-01-03 16:30:00,2012-01-04,2012-04-25,1091.0,not-sustained
2194,1060862,1041.0,03G,UN,600.0,Unfounded,Unsustained,0,821.0,17,4800.0,S ARCHER AVE,CHICAGO IL,2013-02-02 15:00:00,2013-03-20,2013-08-01,1182.0,not-sustained
2195,1061022,1041.0,03G,,600.0,No Affidavit,Unsustained,0,811.0,17,6221.0,S ARCHER AVE,CHICAGO IL,2013-01-02 21:00:00,2013-03-28,2013-05-24,1091.0,not-sustained
2196,1062743,1041.0,,,,Unknown,Unknown,?,811.0,17,5755.0,S NEENAH AVE,CHICAGO IL,2013-06-07 20:20:00,2013-06-08,,319.0,open-investigation
2197,1065121,1041.0,05A,,600.0,No Affidavit,Unsustained,0,811.0,17,6433.0,W ARCHER AVE,CHICAGO IL,2013-09-05 15:32:00,2013-09-24,2013-12-30,552.0,not-sustained
2198,1065430,1041.0,03B,,600.0,No Affidavit,Unsustained,0,811.0,17,7150.0,W ARCHER AVE,CHICAGO IL,2013-10-06 21:00:00,2013-10-09,2013-11-08,222.0,not-sustained
2199,1070942,1041.0,01B,,,Unknown,Unknown,?,811.0,17,5623.0,S MOBILE AVE,CHICAGO IL 60638,2014-08-12 19:03:00,2014-08-15,2014-09-23,251.0,unknown
2200,1072407,1041.0,,,,Unknown,Unknown,?,811.0,17,5300.0,S NARRAGANSETT AVE,CHICAGO IL,2014-11-03 15:35:00,2014-11-05,,404.0,open-investigation
2202,1057817,1043.0,,,,Unknown,Unknown,?,834.0,17,8218.0,S CHRISTIANA AVE,CHICAGO IL 60652,2012-10-16 21:00:00,2012-10-16,,948.0,open-investigation
2203,1060856,1042.0,03G,,600.0,No Affidavit,Unsustained,0,324.0,17,7100.0,S STONY ISLAND AVE,CHICAGO IL,2013-03-18 00:26:00,2013-03-20,2013-05-21,986.0,not-sustained
2206,1057086,1044.0,03D,,600.0,No Affidavit,Unsustained,0,734.0,17,6900.0,S ADA ST,CHICAGO IL,2012-09-13 17:30:00,2012-09-15,2014-02-13,657.0,not-sustained
2207,1064621,1044.0,10U,,600.0,No Affidavit,Unsustained,0,712.0,17,5649.0,S CARPENTER ST,CHICAGO IL,2013-09-02 15:00:00,2013-09-02,2014-01-09,403.0,not-sustained
2208,1051049,1045.0,03B,NS,600.0,Not Sustained,Unsustained,0,811.0,17,5318.0,S MONITOR AVE,CHICAGO IL,2012-01-03 16:30:00,2012-01-04,2012-04-25,1091.0,not-sustained
2209,1056053,1045.0,05K,,600.0,No Affidavit,Unsustained,0,812.0,17,6300.0,S AUSTIN AVE,CHICAGO IL,2012-07-12 20:30:00,2012-08-03,2012-10-26,690.0,not-sustained
2211,1056508,1045.0,01B,NS,600.0,Not Sustained,Unsustained,0,811.0,17,5300.0,S MOBILE AVE,CHICAGO IL,2012-07-25 16:30:00,2012-08-22,2013-12-30,448.0,not-sustained
2213,1070469,1045.0,03D,,,Unknown,Unknown,?,822.0,17,3900.0,W 56TH ST,CHICAGO IL 60629,2014-03-20 12:45:00,2014-07-21,2014-09-05,333.0,unknown
2214,1070942,1045.0,01B,,,Unknown,Unknown,?,811.0,17,5623.0,S MOBILE AVE,CHICAGO IL 60638,2014-08-12 19:03:00,2014-08-15,2014-09-23,251.0,unknown
2215,1057271,1047.0,05B,NS,600.0,Not Sustained,Unsustained,0,734.0,17,1275.0,W 74TH ST,CHICAGO IL,2012-09-22 00:00:00,2012-09-22,2014-04-22,1456.0,not-sustained
2218,1045192,1048.0,05B,UN,600.0,Unfounded,Unsustained,0,811.0,17,5600.0,S MERRIMAC AVE,CHICAGO IL 60638,2011-05-05 00:00:00,2011-05-05,2013-04-01,415.0,not-sustained
2219,1047543,1048.0,05B,NS,600.0,Not Sustained,Unsustained,0,811.0,17,5400.0,S CENTRAL AVE,CHICAGO IL 60638,2011-08-05 00:10:00,2011-08-08,2014-03-18,415.0,not-sustained
2220,1048647,1048.0,10J,NS,600.0,Not Sustained,Unsustained,0,811.0,17,5600.0,S RUTHERFORD AVE,CHICAGO IL,2011-09-16 23:15:00,2011-09-19,2012-02-14,1091.0,not-sustained
2221,1049580,1048.0,03G,NS,600.0,Not Sustained,Unsustained,0,811.0,17,6146.0,W 54TH ST,CHICAGO IL 60638,2011-10-25 00:00:00,2011-10-26,2012-05-10,1091.0,not-sustained
2222,1050747,1048.0,03G,,600.0,No Affidavit,Unsustained,0,811.0,17,5700.0,S MASSASOIT AVE,CHICAGO IL 60638,2011-12-15 00:00:00,2011-12-18,2012-02-14,1091.0,not-sustained
2223,1051936,1048.0,05L,,600.0,No Affidavit,Unsustained,0,811.0,17,5300.0,S MELVINA AVE,CHICAGO IL 60638,2012-02-13 20:30:00,2012-02-16,2012-05-14,0.0,not-sustained
2224,1052150,1048.0,,,,Unknown,Unknown,?,811.0,17,6300.0,W 52ND ST,CHICAGO IL,2012-02-25 23:00:00,2012-02-27,,798.0,open-investigation
2226,1053091,1048.0,05H,NS,600.0,Not Sustained,Unsustained,0,811.0,17,5900.0,S RUTHERFORD AVE,CHICAGO IL 60638,2012-04-04 00:00:00,2012-04-05,2014-09-26,899.0,not-sustained
2227,1054138,1048.0,,,,Unknown,Unknown,?,811.0,17,6800.0,W 58TH ST,CHICAGO IL 60638,2012-05-19 20:30:00,2012-05-19,,415.0,open-investigation
2228,1054349,1048.0,05A,NS,600.0,Not Sustained,Unsustained,0,811.0,17,5359.0,S NARRAGANSETT AVE,CHICAGO IL 60638,2012-05-25 00:00:00,2012-05-29,2014-05-08,899.0,not-sustained
2229,1061897,1048.0,05A,NS,600.0,Not Sustained,Unsustained,0,811.0,17,5601.0,S MOBILE AVE,CHICAGO IL 60638,2013-04-30 20:50:00,2013-05-01,2013-12-24,448.0,not-sustained
2230,1073541,1048.0,,,,Unknown,Unknown,?,811.0,17,6002.0,W 56TH ST,CHICAGO IL 60638,2013-11-08 00:43:00,2015-01-27,,0.0,open-investigation
2231,1070942,1048.0,01B,,,Unknown,Unknown,?,811.0,17,5623.0,S MOBILE AVE,CHICAGO IL 60638,2014-08-12 19:03:00,2014-08-15,2014-09-23,251.0,unknown
2232,1072422,1048.0,05Q,,600.0,No Affidavit,Unsustained,0,811.0,17,5229.0,S NEENAH AVE,CHICAGO IL 60638,2014-04-03 21:15:00,2014-11-06,2015-01-27,1170.0,not-sustained
2235,1061490,1049.0,10U,EX,600.0,Exonerated,Unsustained,0,1511.0,17,5966.0,W SUPERIOR ST,CHICAGO IL,2013-04-12 19:10:00,2013-04-15,2013-07-31,777.0,not-sustained
2236,1065331,1049.0,10U,,600.0,No Affidavit,Unsustained,0,1532.0,17,4931.0,W WEST END AVE,CHICAGO IL,2013-10-03 22:30:00,2013-10-04,2014-01-06,330.0,not-sustained
2237,1056941,1050.0,05B,EX,600.0,Exonerated,Unsustained,0,631.0,17,8145.0,S DREXEL AVE,CHICAGO IL,2012-09-10 11:20:00,2012-09-10,2014-01-02,1213.0,not-sustained
2239,1064202,1050.0,03D,,600.0,No Affidavit,Unsustained,0,623.0,17,8023.0,S STEWART AVE,CHICAGO IL,2013-08-09 20:00:00,2013-08-12,2014-03-06,853.0,not-sustained
2240,1065002,1050.0,03G,,600.0,No Affidavit,Unsustained,0,633.0,17,8900.0,S DAUPHIN AVE,CHICAGO IL,2013-09-18 22:45:00,2013-09-19,2014-02-11,853.0,not-sustained
2241,1065793,1050.0,03B,,600.0,No Affidavit,Unsustained,0,612.0,17,8000.0,S MORGAN ST,CHICAGO IL,2013-10-29 21:31:00,2013-10-29,2014-03-07,853.0,not-sustained
2242,1066317,1050.0,03D,,600.0,No Affidavit,Unsustained,0,634.0,17,9450.0,S HARVARD AVE,CHICAGO IL,2013-11-25 11:00:00,2013-11-27,2014-02-03,542.0,not-sustained
2243,1069520,1050.0,04E,,600.0,No Affidavit,Unsustained,0,624.0,17,7821.0,S CHAMPLAIN AVE,CHICAGO IL,2014-05-31 23:00:00,2014-06-01,2014-09-12,1421.0,not-sustained
2245,1065985,1051.0,10Z,UN,600.0,Unfounded,Unsustained,0,2534.0,17,4338.0,W WABANSIA AVE,CHICAGO IL,2013-11-06 11:00:00,2013-11-08,2014-04-08,1.0,not-sustained
2246,1051295,1052.0,03B,NS,600.0,Not Sustained,Unsustained,0,1421.0,17,1600.0,N CALIFORNIA AVE,CHICAGO IL,2012-01-16 10:30:00,2012-01-17,2014-02-14,208.0,not-sustained
2247,1055529,1052.0,04E,SU,100.0,Sustained,Reprimand,0,1921.0,04,2452.0,W BELMONT AVE,CHICAGO IL 60618,2012-07-14 07:16:00,2012-07-14,2014-07-03,102.0,disciplined
2249,1069739,1052.0,03D,,600.0,No Affidavit,Unsustained,0,1422.0,17,3420.0,W CORTLAND ST,CHICAGO IL,2014-01-01 14:45:00,2014-06-11,2014-07-23,1391.0,not-sustained
2250,1069388,1052.0,04E,,600.0,No Affidavit,Unsustained,0,1414.0,04,2150.0,N CALIFORNIA AVE,CHICAGO IL,2014-04-16 15:15:00,2014-05-25,2014-07-23,1391.0,not-sustained
2251,1045132,1054.0,03D,,600.0,No Affidavit,Unsustained,0,631.0,17,8000.0,S COTTAGE GROVE AVE,CHICAGO IL 60619,2011-03-24 00:00:00,2011-05-03,2011-06-01,1345.0,not-sustained
2253,1043909,1055.0,01B,NS,600.0,Not Sustained,Unsustained,0,2213.0,17,9500.0,S THROOP ST,CHICAGO IL 60643,2011-03-13 14:30:00,2011-03-13,2012-07-26,208.0,not-sustained
2254,1050411,1055.0,05M,UN,600.0,Unfounded,Unsustained,0,411.0,17,7600.0,S SOUTH CHICAGO AVE,CHICAGO IL 60619,2011-12-01 15:30:00,2011-12-01,2014-02-13,1149.0,not-sustained
2255,1053253,1055.0,03D,,,Unknown,Unknown,?,611.0,17,7900.0,S ASHLAND AVE,CHICAGO IL 60620,2012-03-10 21:00:00,2012-04-12,2012-06-27,594.0,unknown
2256,1056336,1055.0,03G,NS,600.0,Not Sustained,Unsustained,0,613.0,17,8100.0,S ADA ST,CHICAGO IL,2012-08-15 14:55:00,2012-08-15,2012-12-14,594.0,not-sustained
2257,1064812,1055.0,01A,NS,600.0,Not Sustained,Unsustained,0,631.0,17,908.0,E 82ND ST,CHICAGO IL 60619,2013-09-09 13:00:00,2013-09-10,2014-03-27,841.0,not-sustained
2258,1068152,1055.0,03D,,,Unknown,Unknown,?,624.0,17,7900.0,S COTTAGE GROVE AVE,CHICAGO IL 60619,2014-03-22 22:00:00,2014-03-24,2014-05-19,155.0,unknown
2259,1068856,1055.0,03G,,600.0,No Affidavit,Unsustained,0,624.0,17,700.0,E 79TH ST,CHICAGO IL 60619,2014-04-28 15:30:00,2014-04-29,2014-10-01,1240.0,not-sustained
2260,1069092,1055.0,04E,,600.0,No Affidavit,Unsustained,0,633.0,17,9200.0,S LANGLEY AVE,CHICAGO IL 60619,2014-05-10 15:45:00,2014-05-11,2014-06-25,155.0,not-sustained
2261,1054396,1056.0,05A,NS,600.0,Not Sustained,Unsustained,0,1224.0,04,100.0,S RACINE AVE,CHICAGO IL,2012-05-29 00:00:00,2012-05-31,2013-04-19,300.0,not-sustained
2262,1046012,1057.0,10D,,600.0,No Affidavit,Unsustained,0,1323.0,17,1018.0,W KINZIE ST,CHICAGO IL 60642,2011-06-09 07:55:00,2011-06-09,2011-09-29,808.0,not-sustained
2263,1047177,1058.0,03G,,600.0,No Affidavit,Unsustained,0,1011.0,17,1400.0,S KOSTNER AVE,CHICAGO IL 60623,2011-07-23 00:30:00,2011-07-23,2011-12-02,49.0,not-sustained
2264,1058635,1058.0,10U,NS,600.0,Not Sustained,Unsustained,0,1021.0,03,3400.0,W DOUGLAS BLVD,CHICAGO IL 60623,2012-11-05 10:00:00,2012-11-26,2013-02-21,701.0,not-sustained
2265,1049680,1059.0,01C,,600.0,No Affidavit,Unsustained,0,1533.0,17,5083.0,W JACKSON BLVD,CHICAGO IL 60644,2011-10-29 00:00:00,2011-10-30,2011-12-16,309.0,not-sustained
2266,1052610,1059.0,05H,UN,600.0,Unfounded,Unsustained,0,1531.0,17,4917.0,W SUPERIOR ST,CHICAGO IL 60644,2011-12-07 00:00:00,2012-03-15,2014-01-27,319.0,not-sustained
2269,1069108,1059.0,03D,,600.0,No Affidavit,Unsustained,0,1532.0,17,110.0,N LAMON AVE,CHICAGO IL,2013-04-04 10:28:00,2014-05-12,2014-06-17,1141.0,not-sustained
2270,1068482,1059.0,,,,Unknown,Unknown,?,1513.0,04,5701.0,W MADISON ST,CHICAGO IL,2014-04-08 14:57:00,2014-04-08,,672.0,open-investigation
2272,1070900,1059.0,,,,Unknown,Unknown,?,1924.0,17,3410.0,N HALSTED ST,CHICAGO IL,2014-08-09 22:40:00,2014-08-10,,987.0,open-investigation
2273,1071661,1059.0,03B,UN,600.0,Unfounded,Unsustained,0,1532.0,17,164.0,N LEAMINGTON AVE,CHICAGO IL,2014-06-28 12:30:00,2014-09-22,2014-12-15,488.0,not-sustained
2275,1060575,1060.0,05M,UN,600.0,Unfounded,Unsustained,0,1513.0,04,5701.0,W MADISON ST,CHICAGO IL,2013-03-07 15:40:00,2013-03-07,2013-06-12,960.0,not-sustained
